requirement_id,sprint,module,requirement_type,user_story,requirement_title,acceptance_criteria,acceptance_source
REQ-S5-ADMIN-004,5,Admin Dashboard,Functional,"As an administrator, I want to access a dashboard and manage all entities, so that I can oversee and administer the application.",AC4 – Brand management,"Given I navigate to the brands management page Then I can list, create, edit, and delete brands.",Sprint 5 User Stories — Admin Dashboard — AC4 – Brand management | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-ADMIN-005,5,Admin Dashboard,Functional,"As an administrator, I want to access a dashboard and manage all entities, so that I can oversee and administer the application.",AC5 – Order management,"Given I navigate to the orders management page Then I can list all orders, view details, and update order status And the available status values are: AWAITING_FULFILLMENT, ON_HOLD, AWAITING_SHIPMENT, SHIPPED, COMPLETED.",Sprint 5 User Stories — Admin Dashboard — AC5 – Order management | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-ADMIN-006,5,Admin Dashboard,Functional,"As an administrator, I want to access a dashboard and manage all entities, so that I can oversee and administer the application.",AC6 – User management,"Given I navigate to the users management page Then I can list, view, edit, and delete user accounts.",Sprint 5 User Stories — Admin Dashboard — AC6 – User management | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-ADMIN-007,5,Admin Dashboard,Functional,"As an administrator, I want to access a dashboard and manage all entities, so that I can oversee and administer the application.",AC7 – Disable and enable user accounts,"Given I am editing a user account in the admin panel Then an ""Enabled"" toggle is available And disabling the account immediately prevents the user from logging in And re-enabling the account restores the user's access.",Sprint 5 User Stories — Admin Dashboard — AC7 – Disable and enable user accounts | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-ADMIN-008,5,Admin Dashboard,Functional,"As an administrator, I want to access a dashboard and manage all entities, so that I can oversee and administer the application.",AC8 – Message management,"Given I navigate to the messages management page Then I can view all contact messages, view details, and reply.",Sprint 5 User Stories — Admin Dashboard — AC8 – Message management | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-ADMIN-009,5,Admin Dashboard,Functional,"As an administrator, I want to access a dashboard and manage all entities, so that I can oversee and administer the application.",AC9 – Reports,"Given I navigate to the reports section Then I can view monthly sales, weekly sales, and general statistics.",Sprint 5 User Stories — Admin Dashboard — AC9 – Reports | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CHAT-001,5,Chat Widget,Functional,"As a visitor or logged-in user, I want to use a chat widget to search products, place orders, go through checkout, or submit support tickets, so that I can interact with the application without navigating away from the current page.",AC1 – Chat toggle,"Given I am on any page Then a chat toggle button is displayed in the bottom-right corner And clicking it opens the chat window with a menu: Find Product, Order Product, Checkout, Support.",Sprint 5 User Stories — Chat Widget — AC1 – Chat toggle | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CHAT-002,5,Chat Widget,Functional,"As a visitor or logged-in user, I want to use a chat widget to search products, place orders, go through checkout, or submit support tickets, so that I can interact with the application without navigating away from the current page.",AC2 – Find Product,"Given I select ""Find Product"" Then I can enter a search query and up to 5 matching products are shown as cards And I can click ""View Product"" to navigate to the detail page.",Sprint 5 User Stories — Chat Widget — AC2 – Find Product | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CHAT-003,5,Chat Widget,Functional,"As a visitor or logged-in user, I want to use a chat widget to search products, place orders, go through checkout, or submit support tickets, so that I can interact with the application without navigating away from the current page.",AC3 – Order Product,"Given I select ""Order Product"" Then I can search for a product, select a quantity (1, 2, 3, 5, 10, or custom 1–999), confirm the order, and the product is added to my cart.",Sprint 5 User Stories — Chat Widget — AC3 – Order Product | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CHAT-004,5,Chat Widget,Functional,"As a visitor or logged-in user, I want to use a chat widget to search products, place orders, go through checkout, or submit support tickets, so that I can interact with the application without navigating away from the current page.",AC4 – Checkout,"Given I select ""Checkout"" and my cart has items Then the chat walks me through the full checkout flow: - cart summary - guest details (if not logged in): email, first name, last name - address: street, city, state, country, postal code - payment method selection and details - order confirmation with invoice number",Sprint 5 User Stories — Chat Widget — AC4 – Checkout | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CHAT-005,5,Chat Widget,Functional,"As a visitor or logged-in user, I want to use a chat widget to search products, place orders, go through checkout, or submit support tickets, so that I can interact with the application without navigating away from the current page.",AC5 – Empty cart,"Given I select ""Checkout"" and my cart is empty Then the message ""Your cart is empty"" is displayed.",Sprint 5 User Stories — Chat Widget — AC5 – Empty cart | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-CHAT-006,5,Chat Widget,Functional,"As a visitor or logged-in user, I want to use a chat widget to search products, place orders, go through checkout, or submit support tickets, so that I can interact with the application without navigating away from the current page.",AC6 – Support,"Given I select ""Support"" Then the chat prompts me for subject, message (min 50 chars), and optional file attachment (.txt) And if not logged in, also asks for first name, last name, and email And on submission, a confirmation is displayed.",Sprint 5 User Stories — Chat Widget — AC6 – Support | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
